id,temperature,irradiance,humidity,panel_age,maintenance_count,soiling_ratio,voltage,current,module_temperature,cloud_coverage,wind_speed,pressure,string_id,error_code,installation_type,efficiency,power_output,temp_diff,irradiance_per_cloud
0,7.817315335945355,576.1792699386078,41.24309,32.13550130575492,4.0,0.8031991408942556,37.40352670975764,1.9637870430965731,13.69114732351705,62.494044437385085,12.82491,1018.86651,0,0,2,0.5620962484626834,73.45256111873866,5.873831987571696,9.074540376882267
1,24.785727405911366,240.0039734398761,1.35965,19.977459933854867,8.0,0.4794558186318908,21.843315463950287,0.2414732915063966,27.54509609843316,43.85123829789105,12.01204,1025.62385,3,0,0,0.3964473900264667,5.274577282492648,2.759368692521793,5.351111419618515
2,46.65269525886593,687.6127989516143,91.26537,1.4964007274098772,4.0,0.8223984756191297,48.222881512794906,4.191800244292628,43.36370806729494,49.70413333820852,1.8144,1010.92265,2,0,2,0.5737760372373777,202.1406865058281,-3.288987191570996,13.561277033670507
3,53.33956657967308,735.1411790978035,96.19096,18.49158247931468,3.0,0.8375286367590274,46.29574817460039,0.9605670014365224,57.72043616804711,67.36147282535822,8.73626,1021.84666,0,0,0,0.6290092301017816,44.470168003336255,4.380869588374026,10.753735235866772
4,5.575373704368611,12.241202836540898,27.49507,30.722696767333296,6.0,0.5518327211912564,0.0,0.8980620809981434,6.78626273203581,3.632000026494353,0.52268,1008.55596,1,0,1,0.3418737229225652,0.0,1.210889027667199,2.642746711252814
5,16.545541165800103,174.45512328442047,86.11683,29.85320214348427,5.0,0.9628801361194615,5.35632031155173,2.8780675674045004,19.39229988488013,11.170873901761258,8.5414,1006.95788,2,0,2,0.3761270807095945,15.415851769307004,2.8467587190800288,14.333820619008707
6,18.728064325072385,531.9601007918213,91.25225,20.67209903640191,4.0,0.9118211253903364,0.7063475839090447,2.131410847830839,26.52180824319249,31.736360546112277,3.59383,1016.00508,0,0,1,0.5371956997319551,1.5055169026828419,7.793743918120104,16.249824107432616
7,52.06064300225122,420.93935191410446,22.07266,4.1063204411905465,3.0,0.5286939541921345,13.228523185840029,3.2992359500364907,58.88480029823055,59.13587927199278,8.32173,1030.49718,2,1,0,0.4668498195546484,43.64401926061467,6.824157295979333,6.999803727990879
8,24.180080413785443,495.7997106239278,48.45599,12.029813424217547,8.0,0.6843265319084355,19.976573327942194,3.2557248497779776,30.63933838715213,80.59504530673365,1.40046,1012.80038,2,0,0,0.5386002931237533,65.03822619719335,6.459257973366686,6.076345797224673
9,37.89596903468966,286.739018106605,8.02347,34.621776730698215,9.0,0.8357601914420443,1.6709134239359529,0.351423376165687,49.29745395232999,34.358445845740945,4.67658,1001.32879,2,2,2,0.3797708453348297,0.5871980367201404,11.401484917640332,8.10949155846859
10,28.596485609989852,719.8494937157071,44.3916,28.89179140803768,3.0,0.7092934928994571,2.8323256743121927,1.8597413585888876,35.333795753374936,25.728686958032064,0.4409,1001.46111,2,0,2,0.6334682277048336,5.267393197511544,6.737310143385084,26.931719273976153
11,25.077241008479028,694.4479838572371,30.66635,25.115851571137437,4.0,0.9982143957515556,0.6329359265451124,2.451902575582955,12.241706004714654,75.9990721770013,3.07477,1023.06353,2,2,0,0.727633085564068,1.5518972284749453,-12.835535003764374,9.018913659905897
12,2.682374763380202,501.27389563782185,16.31975,11.084578419500469,4.0,0.7823560816690247,20.92767699815218,1.8610887046131728,8.004641506361404,15.243882512958562,0.46701,1016.50532,1,2,2,0.5767748279026651,38.94826327505393,5.322266742981202,30.8592416399177
13,17.642899005763585,781.8103017420082,55.58948,6.504700849047299,2.0,0.8840459169818912,30.25430588031417,0.5366143525595393,21.313125060735267,88.72194587864546,6.49511,1024.14561,1,1,0,0.7185858494891629,16.23489476210305,3.670226054971682,8.713702027812186
14,52.80247866124107,616.8773355630115,12.8618,14.98057615999022,4.0,0.7337016161976726,56.01122077745061,0.7638113174280392,58.3680475115092,54.48318962849539,5.34268,1003.313,1,1,0,0.5713421856915933,42.78200433277731,5.565568850268129,11.118274556554908
15,28.091359120591967,285.17688427919046,35.31585,8.186544424573466,5.0,0.6198386978681509,0.0,1.2707458636708395,37.57183274893369,32.11317857733437,9.02655,999.44527,2,1,1,0.3956160914945159,0.0,9.48047362834172,8.61218694584612
16,37.65248751682882,592.1876960206247,86.32724,11.74367345903412,2.0,0.4325633554195799,11.511424906474613,1.0406187481472622,38.6741780343768,79.8080072324238,7.65589,1014.55754,2,1,1,0.4673193940400645,11.979004575566826,1.021690517547981,7.3283294106900385
17,7.981089259682578,260.2793497927503,67.96684,28.37971298720443,3.0,0.5863100480273052,0.0,1.6421885312873057,12.837496693038624,19.065492202896937,5.87071,1012.56662,3,0,2,0.4177083450507388,0.0,4.856407433356045,12.971490913897078
18,21.09733701304705,719.6125753268182,80.5762,6.007738682626147,6.0,0.91703552425659,0.0,3.0506504482398342,28.60922435523985,86.28773725198299,1.28264,1012.00409,1,2,1,0.6831759077962669,0.0,7.5118873421928,8.244142854218278
19,34.34612708359905,487.5185222534368,23.333,8.770105496003652,4.0,0.855393037018698,5.2107351887249775,0.8811191243602612,44.45453531321125,20.0864418942049,11.93577,1011.44205,2,0,2,0.6328366468815717,4.591278426762552,10.108408229612202,23.119999319914637
20,11.90599649815602,453.7844091136849,56.20405,8.934336728016076,7.0,0.4943967207372299,0.0,0.5440786155919142,20.266915892720323,52.8099429105901,13.13008,1008.06635,1,1,1,0.4440484444727947,0.0,8.360919394564304,8.433095903255039
21,24.23239130400608,329.76761389901463,29.31023,31.988767525806185,3.0,0.9053372357780064,33.40596465221632,0.6254540186497821,26.43809090458374,57.62755256534676,0.77721,1004.80228,2,2,2,0.4574192041082717,20.893894838601266,2.2056996005776597,5.624789019317374
22,14.44280659686379,805.6353346685075,45.25919,3.588692524879246,2.0,0.7959775786419582,18.89433459403201,4.654793605024533,18.191601096285,71.2730675410887,4.54062,1024.05232,3,0,2,0.7413474708212217,87.94922783949401,3.748794499421212,11.147103092178668
23,34.91721260704684,461.3676294827995,60.88613,16.0761245300892,6.0,0.5938234040104595,25.229267788177893,0.3907372221893397,40.73769609885946,87.12823310999468,9.19648,1021.40746,0,1,0,0.5363605756824481,9.858014013423617,5.820483491812617,5.235185288543763
24,29.782198549526797,392.9180444592232,38.07167,32.582559862204704,4.0,0.7190194807885579,0.0,0.7961116307428807,35.229958029790495,6.278272963132958,0.79853,1008.75048,0,1,2,0.5355628941886699,0.0,5.447759480263699,53.98506574973114
25,33.20062502481361,411.9666123779426,52.91706,30.125551722811625,3.0,0.7881164476112597,19.297520714109474,2.244740383559054,33.8859957863818,43.302917251185946,7.76705,1014.74012,0,0,2,0.4453078026470518,43.31792404952889,0.685370761568187,9.298859712605374
26,35.45290042960723,633.0772963883372,58.81584,23.049703088366623,3.0,0.7300203922707353,6.980621821220938,2.515438998219832,43.59451256003459,74.07487386226505,3.05721,1006.4183,3,2,0,0.5611490294013026,17.559328360923494,8.141612130427355,8.432612188597249
27,22.267902361533203,591.3610160910196,12.86782,24.37721365551179,4.0,0.9114840021997336,4.613512388564578,1.713396363648769,31.31856954993516,75.30707276305758,8.30715,1005.85576,3,2,2,0.6363256333988944,7.904775350215094,9.050667188401956,7.749753655565651
28,37.03878066300713,603.1831528989972,2.16365,24.500621946099127,7.0,0.7464118914877377,23.413870006615323,1.7914688224472055,43.09356371314047,93.40163498149712,2.78625,1021.90098,3,0,2,0.5581609885622102,41.9452181296831,6.054783050133338,6.389541378358776
29,17.921822197707254,607.7052507519707,8.95922,4.298365929860567,6.0,0.7102045979692901,0.0,1.3915624495105057,19.48362631431657,4.587800860929714,1.74146,1015.97452,1,0,2,0.6348499374637249,0.0,1.5618041166093164,108.75571014011744
