id,temperature,irradiance,humidity,panel_age,maintenance_count,soiling_ratio,voltage,current,module_temperature,cloud_coverage,wind_speed,pressure,string_id,error_code,installation_type,efficiency
0,7.817315335945355,576.1792699386078,41.24308670850264,32.13550130575492,4.0,0.8031991408942556,37.40352670975764,1.9637870430965734,13.69114732351705,62.494044437385085,12.82491203459621,1018.8665053152533,A1,,,0.5620962484626834
1,24.785727405911366,240.00397343987612,1.3596482765960705,19.977459933854867,8.0,0.47945581863189085,21.843315463950287,0.24147329150639663,27.54509609843316,43.85123829789105,12.012043660984917,1025.6238537572883,D4,E00,dual-axis,0.3964473900264667
2,46.65269525886593,687.6127989516143,91.26536837560256,1.4964007274098772,4.0,0.8223984756191297,48.222881512794906,4.191800244292628,43.36370806729494,,1.814399755560454,1010.9226539809573,C3,E00,,0.5737760372373777
3,53.33956657967308,735.1411790978035,96.19095521176159,18.491582479314676,3.0,0.8375286367590274,46.29574817460039,0.9605670014365224,57.72043616804711,67.36147282535822,8.736258932034128,1021.8466633134253,A1,,dual-axis,0.6290092301017816
4,5.575373704368611,12.241202836540898,27.495073003585226,30.722696767333296,6.0,0.5518327211912564,0.0,0.8980620809981434,6.78626273203581,3.632000026494353,0.52268384077164,1008.5559577591927,B2,E00,fixed,0.34187372292256524
5,16.545541165800103,174.45512328442047,86.11683466061814,29.85320214348427,5.0,0.9628801361194617,5.35632031155173,2.8780675674045004,19.392299884880135,11.170873901761258,8.541404095869012,1006.9578804993315,C3,E00,tracking,0.37612708070959455
6,18.728064325072385,531.9601007918213,91.25225388383434,20.67209903640191,4.0,0.9118211253903363,0.7063475839090447,2.131410847830839,26.52180824319249,31.736360546112273,3.5938300615145584,1016.0050796132181,A1,E00,fixed,0.5371956997319551
7,52.06064300225122,420.93935191410446,22.07266455497695,4.1063204411905465,3.0,0.5286939541921345,13.228523185840029,3.2992359500364907,58.884800298230545,59.13587927199278,8.321732514520054,1030.4971803983756,C3,E01,dual-axis,0.4668498195546484
8,24.180080413785443,495.7997106239278,48.455988795019756,12.029813424217547,8.0,0.6843265319084355,19.976573327942194,3.2557248497779776,30.63933838715213,80.59504530673365,1.4004639058482033,1012.8003752419361,C3,,dual-axis,0.5386002931237533
9,37.89596903468966,286.739018106605,8.023472097107298,34.621776730698215,9.0,0.8357601914420443,1.6709134239359527,0.351423376165687,49.29745395232999,34.358445845740945,4.676583637669918,1001.3287852158609,C3,E02,tracking,0.37977084533482974
10,28.596485609989855,719.8494937157071,44.391602637309035,28.89179140803768,3.0,0.7092934928994571,2.8323256743121927,1.8597413585888873,35.333795753374936,25.728686958032064,0.4409048069843863,1001.4611075766253,C3,E00,,0.6334682277048336
11,,694.4479838572371,30.66634660488211,25.115851571137433,4.0,0.9982143957515557,0.6329359265451124,2.451902575582955,12.241706004714654,75.9990721770013,3.074768628384619,1023.063529321254,C3,E02,dual-axis,0.727633085564068
12,2.682374763380202,,16.31974958432717,11.084578419500469,4.0,0.7823560816690247,20.92767699815218,1.8610887046131728,8.004641506361404,15.243882512958562,0.46700856494202414,1016.5053234854089,B2,E02,,0.5767748279026651
13,17.642899005763585,781.8103017420082,55.58948093861916,6.504700849047299,2.0,0.8840459169818912,30.25430588031417,0.5366143525595393,21.313125060735267,88.72194587864546,6.49510555619396,1024.1456061422327,B2,E01,dual-axis,0.7185858494891629
14,52.80247866124107,616.8773355630115,12.861795388654674,14.980576159990221,4.0,0.7337016161976726,56.01122077745061,0.7638113174280392,58.3680475115092,54.48318962849539,5.3426772803225315,1003.312996280865,B2,E01,dual-axis,0.5713421856915933
15,28.091359120591967,285.17688427919046,35.315849832556744,8.186544424573466,5.0,0.6198386978681509,0.0,1.2707458636708395,37.57183274893369,32.11317857733437,9.026553587859924,999.4452661878585,C3,E01,fixed,0.3956160914945159
